"id","name","ofClientsYears","accountId","annualActualBudget","budgetRangeCalc","ediApproach","fullTimeStaffCount","fullTimeStaffRange","headOfOrgRaceEthnicity","organizationType","payorType","programCohort","programEngagement","serviceLevelOne","serviceLevelTwo","sponsor","surveyFrequency","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp"
a0u4T000006CILmQAO,App-20221110-658,,"0011C00002VSMxgQAH",3400000,$1M-$5M,,55.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOjQAM,Human services,Youth development,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILNQA4,App-20221110-633,,"0011C00002VSDu4QAH",16571249,>$10M-$25M,,100.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOcQAM,"Public safety, law, and justice",Legal services,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-04-12 16:38:26","0051C000008XsOpQAK","2023-04-12 16:38:26"
a0u4T000006CILnQAO,App-20221110-659,,"0011C00002VSMxqQAH",2755252,$1M-$5M,,23.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOkQAM,Human services,Youth development,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILOQA4,App-20221110-634,,"0011C00002VSHCdQAP",250000,<$1M,,1400.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOdQAM,Sports and recreation,Sports,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILoQAO,App-20221110-660,,"0011C00002VSNjLQAX",55224000,>$25M,,136.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOlQAM,Education,Higher education,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILPQA4,App-20221110-635,,"0011C00002VSJ4RQAX",7100000,>$5M-$10M,,85.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOeQAM,Health,Public health,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILpQAO,App-20221110-661,,"0011C00002VSNjaQAH",13000000,>$10M-$25M,,13.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOmQAM,Human services,Human services management,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILQQA4,App-20221110-636,,"0011C00002VSLDAQA5",15000000,>$10M-$25M,,93.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOfQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILqQAO,App-20221110-662,,"0011C00002VSNt6QAH",5568292,>$5M-$10M,,31.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOnQAM,Human services,Basic and emergency aid,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILRQA4,App-20221110-637,,"0011C00002VSM7BQAX",1191966,$1M-$5M,,10.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOgQAM,Community and economic development,Housing development,,,"2022-11-10 20:23:31","0051C000008XsOpQAK","2023-01-24 02:11:14","0051C000008XsOpQAK","2023-01-24 02:11:14"
a0u4T000006CILrQAO,App-20221110-663,,"0011C00002VSOZ7QAP",6263634,>$5M-$10M,,50.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOoQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILsQAO,App-20221110-664,,"0011C00002VSWOmQAP",5353945,>$5M-$10M,,38.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOpQAM,Education,Education services,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILtQAO,App-20221110-665,,"0011C00002VSWlbQAH",4354000,$1M-$5M,,49.0,"41-60",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOqQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILuQAO,App-20221110-666,,"0011C00002VSXW7QAP",525000,<$1M,,6.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOrQAM,Human services,Targeted population support,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILvQAO,App-20221110-667,,"0011C00002VSZgrQAH",5936704,>$5M-$10M,,100.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOtQAM,Human services,Targeted population support,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILwQAO,App-20221110-668,,"0011C00002VSaJPQA1",678166,<$1M,,7.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOuQAM,Community and economic development,Sustainable development,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILxQAO,App-20221110-669,,"0011C00002VSazLQAT",1973271,$1M-$5M,,13.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOvQAM,Education,Education services,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILyQAO,App-20221110-670,,"0011C00002VSboxQAD",3350000,$1M-$5M,,16.0,"10-20",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOwQAM,Arts and culture,Performing arts,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CILzQAO,App-20221110-671,,"0011C00002WLIHAQA5",696143,<$1M,,3.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOxQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIM0QAO,App-20221110-672,,"0011C00002WLII8QAP",12465000,>$10M-$25M,,9.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOzQAM,Information and Communications,Communication media,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIM1QAO,App-20221110-673,,"0011C00002WLIKTQA5",1189520,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP0QAM,Human services,Targeted population support,,,"2022-11-10 20:23:35","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMaQAO,App-20221110-708,,"0011C000026MnkuQAC",5905648,>$5M-$10M,,66.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLLQA2,Human services,Youth development,William and Flora Hewlett Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMbQAO,App-20221110-709,,"0011C000026MxcUQAS",1609393,$1M-$5M,,20.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLMQA2,Human services,Targeted population support,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMKQA4,App-20221110-692,,"0011C00002WLIMPQA5",5247707,>$5M-$10M,,80.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP1QAM,Health,Mental health care,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMLQA4,App-20221110-693,,"0014T000005Qb3mQAC",1435000,$1M-$5M,,25.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMeQAM,Human services,Targeted population support,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMMQA4,App-20221110-694,,"0011C00002WLMzbQAH",1709954,$1M-$5M,,27.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMfQAM,Human services,Targeted population support,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMNQA4,App-20221110-695,,"0011C00002WLN0AQAX",6060000,>$5M-$10M,,32.0,"21-40",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMgQAM,Public affairs,Democracy,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMOQA4,App-20221110-696,,"0011C00002WLN0uQAH",2965000,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMhQAM,Arts and culture,Arts services,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:29","0051C000008XsOpQAK","2023-01-24 02:11:29"
a0u4T000006CIMPQA4,App-20221110-697,,"0011C00002WLNMuQAP",600000,<$1M,,3.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMiQAM,Education,Education services,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:39","0051C000008XsOpQAK","2023-01-24 02:11:39"
a0u4T000006CIMQQA4,App-20221110-698,,"0011C00002WLNt6QAH",935751,<$1M,,7.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMjQAM,Human services,Shelter and residential care,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:39","0051C000008XsOpQAK","2023-01-24 02:11:39"
a0u4T000006CIMRQA4,App-20221110-699,,"0011C00002WLO1PQAX",6149489,>$5M-$10M,,86.0,"61-100",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMkQAM,Health,Mental health care,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:39","0051C000008XsOpQAK","2023-01-24 02:11:39"
a0u4T000006CIMSQA4,App-20221110-700,,"0011C00002WLO4dQAH",1300000,$1M-$5M,,4.0,<5,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMlQAM,Arts and culture,Performing arts,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:39","0051C000008XsOpQAK","2023-01-24 02:11:39"
a0u4T000006CIMTQA4,App-20221110-701,,"0011C00002WLODfQAP",1506837,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJMmQAM,Education,Education services,,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-01-24 02:11:39","0051C000008XsOpQAK","2023-01-24 02:11:39"
a0u4T000006CIMtQAO,App-20221110-727,,"0011C000026N0kAQAS",13609454,>$10M-$25M,,31.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLNQA2,Community and economic development,Employment (Economic development),Melville Charitable Trust,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMUQA4,App-20221110-702,,"0011C000026MiSFQA0",1577142,$1M-$5M,,11.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLEQA2,Human services,Shelter and residential care,Community Foundation for the Fox Valley Region,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMuQAO,App-20221110-728,,"0011C000026N2B6QAK",2538424,$1M-$5M,,30.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLOQA2,Human services,Shelter and residential care,Weingart Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMVQA4,App-20221110-703,,"0011C000026Mjk3QAC",1853376,$1M-$5M,,13.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLFQA2,Education,Education services,Wege Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMvQAO,App-20221110-729,,"0011C000026N2XlQAK",2296164,$1M-$5M,,33.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLPQA2,Human services,Youth development,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMWQA4,App-20221110-704,,"0011C000026MjxvQAC",3125300,$1M-$5M,,24.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLGQA2,Education,Education services,Weingart Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMwQAO,App-20221110-730,,"0011C000026N3QbQAK",5331000,>$5M-$10M,,50.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLQQA2,Human services,Targeted population support,Plough Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMXQA4,App-20221110-705,,"0011C000026MkxwQAC",3505790,$1M-$5M,,29.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLIQA2,Community and economic development,Financial services,Oak Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMxQAO,App-20221110-731,,"0011C000026N45ZQAS",20667900,>$10M-$25M,,227.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLRQA2,Health,Mental health care,The George Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMYQA4,App-20221110-706,,"0011C000026MkyuQAC",8466012,>$5M-$10M,,18.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLJQA2,Community and economic development,Sustainable development,The James Irvine Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMyQAO,App-20221110-732,,"0011C000026N4dgQAC",1890077,$1M-$5M,,17.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLSQA2,Community and economic development,Financial services,The James Irvine Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMZQA4,App-20221110-707,,"0011C000026MlDQQA0",6111794,>$5M-$10M,,65.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLKQA2,Education,Student services,William and Flora Hewlett Foundation,,"2022-11-10 20:23:38","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIMzQAO,App-20221110-733,,"0011C000026N6e9QAC",1311118,$1M-$5M,,5.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLTQA2,Community and economic development,Community improvement,Arsht Cannon Fund,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN0QAO,App-20221110-734,,"0011C000026NF2HQAW",7908525,>$5M-$10M,,65.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLUQA2,Human services,Targeted population support,Katzin Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN1QAO,App-20221110-735,,"0011C000026NFyuQAG",6686898,>$5M-$10M,,44.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLVQA2,Health,Out-patient medical care,Marin Community Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN2QAO,App-20221110-736,,"0011C000026MkbMQAS",1311100,$1M-$5M,,14.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJR5QAM,Education,Student services,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN3QAO,App-20221110-737,,"0011C000026NJzjQAG",11986771,>$10M-$25M,,147.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJR6QAM,Human services,Targeted population support,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN4QAO,App-20221110-738,,"0011C000026NHE5QAO",18002000,>$10M-$25M,,91.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMAQA2,Community and economic development,Employment (Economic development),The James Irvine Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN5QAO,App-20221110-739,,"0011C000026NHHOQA4",14216967,>$10M-$25M,,3.0,<5,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMBQA2,Education,Higher education,Tracy Family Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN6QAO,App-20221110-740,,"0011C000026NIonQAG",3711778,$1M-$5M,,40.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMEQA2,Human services,Shelter and residential care,REDF,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN7QAO,App-20221110-741,,"0011C000026NKQGQA4",2133608,$1M-$5M,,14.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMFQA2,Education,Education services,Love Cultivating Assets - a DAF of the San Francisco Foundation,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN8QAO,App-20221110-742,,"0011C000026O4y8QAC",5533000,>$5M-$10M,,2222.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMGQA2,Health,Public health,Hartford Foundation for Public Giving,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIN9QAO,App-20221110-743,,"0011C000026OcQtQAK",7321550,>$5M-$10M,,245.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMHQA2,Community and economic development,Housing development,Charles Schwab Bank,,"2022-11-10 20:23:42","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CINaQAO,App-20221110-770,,"0011C00002EMpNVQA1",18810720,>$10M-$25M,,183.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMUQA2,Human services,Targeted population support,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CInbQAG,App-20221110-1045,,"0011C00002VS9zLQAT",56922175,>$25M,,0.0,,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOaQAM,Human services,Family services,,,"2022-11-10 20:54:05","0051C000008XsOpQAK","2023-01-24 02:08:17","0051C000008XsOpQAK","2023-01-24 02:08:17"
a0u4T000006CINbQAO,App-20221110-771,,"0011C00002ENBePQAX",3832685,$1M-$5M,,25.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMVQA2,Human services,Shelter and residential care,Charles Schwab Bank,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CIncQAG,App-20221110-1046,,"0011C00002VSZ2YQAX",17632875,>$10M-$25M,,102.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOsQAM,Human services,Family services,,,"2022-11-10 20:54:05","0051C000008XsOpQAK","2023-01-24 02:08:17","0051C000008XsOpQAK","2023-01-24 02:08:17"
a0u4T000006CINcQAO,App-20221110-772,,"0011C00002ENDfBQAX",34021206,>$25M,,334.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMWQA2,Human services,Shelter and residential care,Virginia G. Piper Charitable Trust,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CInCQAW,App-20221110-1025,,"0014T000005SQa8QAG",24000000,>$10M-$25M,,375.0,>100,,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPiQAM,Human services,Family services,NEPA Funders Collaborative - Parent Account,,"2022-11-10 20:54:01","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIndQAG,App-20221110-1047,,"0011C00002WLIHjQAP",18000000,>$10M-$25M,,300.0,>100,,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJOyQAM,Human services,Family services,,,"2022-11-10 20:54:05","0051C000008XsOpQAK","2023-01-24 02:08:17","0051C000008XsOpQAK","2023-01-24 02:08:17"
a0u4T000006CINdQAO,App-20221110-773,,"0011C00002ENWtmQAH",6879611,>$5M-$10M,,106.0,>100,,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMXQA2,Community and economic development,Employment (Economic development),Melville Charitable Trust,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CInDQAW,App-20221110-1026,,"0014T000005TaXiQAK",9632593,>$5M-$10M,,40.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPqQAM,Human services,Family services,The JPB Foundation,,"2022-11-10 20:54:01","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CIneQAG,App-20221110-1048,,"0011C00002WLIMtQAP",2300000,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",,a054T00000B1FjmQAF,a064T000001fJP2QAM,Human services,Family services,,,"2022-11-10 20:54:05","0051C000008XsOpQAK","2023-01-24 02:08:17","0051C000008XsOpQAK","2023-01-24 02:08:17"
a0u4T000006CINeQAO,App-20221110-774,,"0011C00002ENhepQAD",2810000,$1M-$5M,,16.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMYQA2,Education,Education services,William and Flora Hewlett Foundation,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CInEQAW,App-20221110-1027,,"0014T000005TZSuQAO",11342615,>$10M-$25M,,76.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1FjhQAF,a064T000001fJPuQAM,Human services,Family services,Ewing Marion Kauffman Foundation,,"2022-11-10 20:54:01","0051C000008XsOpQAK","2023-02-09 21:23:53","0051C000008XsOpQAK","2023-02-09 21:23:53"
a0u4T000006CInfQAG,App-20221110-1049,,"0011C000026Mkq7QAC",673905,<$1M,,7.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJLHQA2,Human services,Family services,Mary Black Foundation,,"2022-11-10 20:54:05","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
a0u4T000006CINfQAO,App-20221110-775,,"0011C00002EPEDPQA5",4293826,$1M-$5M,,32.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1Fj8QAF,a064T000001fJMaQAM,Human services,Youth development,William and Flora Hewlett Foundation,,"2022-11-10 20:23:46","0051C000008XsOpQAK","2023-02-09 21:05:23","0051C000008XsOpQAK","2023-02-09 21:05:23"
